createdAt,id,text,Output,displayTextRangeStart,displayTextRangeEnd,source,isTruncated,inReplyToStatusId,inReplyToUserId,isFavorited,isRetweeted,favoriteCount,inReplyToScreenName,place__name,place__countryCode,place__id,place__country,place__placeType,place__url,place__fullName,place__boundingBoxType,place__boundingBoxCoordinates__latitude,place__boundingBoxCoordinates__longitude,retweetCount,isPossiblySensitive,lang,userMentionEntities__name,userMentionEntities__screenName,userMentionEntities__id,userMentionEntities__start,userMentionEntities__end,urlEntities__url,urlEntities__expandedURL,urlEntities__displayURL,urlEntities__start,urlEntities__end,hashtagEntities__text,hashtagEntities__start,hashtagEntities__end,mediaEntities__id,mediaEntities__url,mediaEntities__mediaURL,mediaEntities__mediaURLHttps,mediaEntities__expandedURL,mediaEntities__displayURL,mediaEntities__sizes__|,mediaEntities__sizes__|__width,mediaEntities__sizes__|__height,mediaEntities__sizes__|__resize,mediaEntities__type,mediaEntities__videoAspectRatioWidth,mediaEntities__videoAspectRatioHeight,mediaEntities__videoDurationMillis,mediaEntities__videoVariants__bitrate,mediaEntities__videoVariants__contentType,mediaEntities__videoVariants__url,mediaEntities__start,mediaEntities__end,currentUserRetweetId,user__id,user__name,user__screenName,user__location,user__description,user__descriptionURLEntities__url,user__descriptionURLEntities__expandedURL,user__descriptionURLEntities__displayURL,user__descriptionURLEntities__start,user__descriptionURLEntities__end,user__urlEntity__url,user__urlEntity__expandedURL,user__urlEntity__displayURL,user__urlEntity__start,user__urlEntity__end,user__isContributorsEnabled,user__profileImageUrl,user__profileImageUrlHttps,user__isDefaultProfileImage,user__url,user__isProtected,user__followersCount,user__profileBackgroundColor,user__profileTextColor,user__profileLinkColor,user__profileSidebarFillColor,user__profileSidebarBorderColor,user__profileUseBackgroundImage,user__isDefaultProfile,user__showAllInlineMedia,user__friendsCount,user__createdAt,user__favouritesCount,user__utcOffset,user__profileBackgroundImageUrl,user__profileBackgroundImageUrlHttps,user__profileBannerImageUrl,user__profileBackgroundTiled,user__lang,user__statusesCount,user__isGeoEnabled,user__isVerified,user__translator,user__listedCount,user__isFollowRequestSent,quotedStatusId
"Oct 26, 2018 5:57:01 PM",1.05594139461803E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/GfxSJCjxoR via @TheHill #news https://t.co/nwHx46Ty44,"CNN,Trump",-1,-1,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",False,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,The Hill,thehill,1917731,92,100,https://t.co/GfxSJCjxoR,http://twib.in/l/kg4aqM8dB6eL,twib.in/l/kg4aqM8dB6eL,64,87,news,101,106,1.05594139240348E+018,https://t.co/nwHx46Ty44,http://pbs.twimg.com/media/Dqd1Gg3XQAEbfH8.jpg,https://pbs.twimg.com/media/Dqd1Gg3XQAEbfH8.jpg,https://twitter.com/The_News_DIVA/status/1055941394618032129/photo/1,pic.twitter.com/nwHx46Ty44,0,150,150,101,photo,0,0,0,nan,nan,nan,107,130,-1,15501305,The_News_DIVA🎀,The_News_DIVA,"Croton-on-Hudson, NY","#NYC 🗽 24 hr. #News 📰. Followed by @BarackObama, @BritneySpears, @OctaviaSpencer, @MorgFair, @Barbi_Twins, @DEADLINE #MAJIX  \n🇺🇸  🇫🇷 Member of #TheResistance 🌊",nan,nan,nan,nan,nan,https://t.co/GGw0oCYLK3,http://paper.li/The_News_DIVA/1333163729#/,paper.li/The_News_DIVA/…,0,23,False,http://pbs.twimg.com/profile_images/2339424243/yi6x1e8o318u40z0gp3w_normal.png,https://pbs.twimg.com/profile_images/2339424243/yi6x1e8o318u40z0gp3w_normal.png,False,https://t.co/GGw0oCYLK3,False,93521,0A32AB,0,0E0BBD,1.02E+089,0,True,False,False,110362,"Jul 20, 2008 9:30:12 AM",358325,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/15501305/1401597465,True,en,1640324,False,False,False,1928,False,-1
"Oct 26, 2018 5:53:43 PM",1.05594056551326E+018,Can’t really see why CNN dug this up. Who cares if he was at a Trump Rally.\n\nhttps://t.co/P65Wl0DH00,"CNN,Trump",-1,-1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/P65Wl0DH00,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017,thehill.com/homenews/media…,77,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,726619670,Ritz,bennymutt2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/887099746481049600/FBT_4Ew-_normal.jpg,https://pbs.twimg.com/profile_images/887099746481049600/FBT_4Ew-_normal.jpg,False,nan,False,274,0,0,1B95E0,0,0,False,False,False,449,"Jul 30, 2012 2:45:38 PM",1099,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,nan,False,en,13396,False,False,False,3,False,-1
"Oct 26, 2018 5:53:22 PM",1.05594047608648E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/u7meeJXPQT,"CNN,Trump",-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/u7meeJXPQT,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,1.02326149632175E+018,Chchboki,chchboki,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,nan,False,0,F5F8FA,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,0,"Jul 28, 2018 1:38:46 PM",1,-1,nan,nan,nan,False,en,1,False,False,False,0,False,-1
"Oct 26, 2018 5:52:59 PM",1.05594038003268E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/N6Ox26UVSr,"CNN,Trump",-1,-1,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/N6Ox26UVSr,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,316527293,MARK25624,mark2555,"cleveland, ohio","Loves! Classic arts showcase, music, ebooks, newspapers from around the world, chatting online, twitter,fb.",nan,nan,nan,nan,nan,https://t.co/CkcWmrChpU,http://about.me/mark.pichler,about.me/mark.pichler,0,23,False,http://pbs.twimg.com/profile_images/1399661445/007_normal.JPG,https://pbs.twimg.com/profile_images/1399661445/007_normal.JPG,False,https://t.co/CkcWmrChpU,False,1084,9266CC,0,9266CC,0,0,False,False,False,3736,"Jun 13, 2011 11:49:24 AM",3992,-1,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,nan,True,en,54607,True,False,False,77,False,-1
"Oct 26, 2018 5:46:03 PM",1.0559386346107E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/ff5SaOj6eE,"CNN,Trump",-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/ff5SaOj6eE,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,805089864,Tom,azcourier,Arizona,"Blue man in a red state, believe in the magic of rock n roll #ActOnClimate #GetMoneyOut #GunSense #PeopleOverPolitics #UniteBlue Vote D!",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/659362104583983104/r3RxaUDf_normal.jpg,https://pbs.twimg.com/profile_images/659362104583983104/r3RxaUDf_normal.jpg,False,nan,False,886,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,1983,"Sep 5, 2012 2:05:27 PM",11673,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/805089864/1524661845,False,en,62636,True,False,False,68,False,-1
"Oct 26, 2018 5:39:48 PM",1.05593706157896E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/VdiitlzVKA,"CNN,Trump",-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/VdiitlzVKA,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017#.W9OJod8F6-Q.twitter,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,24980819,Nancy L Howard,Nlbhvstrump,"Denver, CO",#Theresistance Reader at large.  Love anything Stephen King. Oppose anything Donald Trump. Is there much else we should be thinking about these days? #Resist,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/941195783709147137/kNem5Q_k_normal.jpg,https://pbs.twimg.com/profile_images/941195783709147137/kNem5Q_k_normal.jpg,False,nan,False,228,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,246,"Mar 17, 2009 7:32:07 PM",9193,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/24980819/1513233690,False,en,8180,False,False,False,0,False,-1
"Oct 26, 2018 5:38:00 PM",1.0559366077889E+018,CNN finds footage of mail bomb suspect at @realdonaldTrump rally in 2017 https://t.co/segRlZeByF,CNN,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,-1,-1,False,False,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,False,en,Donald J. Trump,realDonaldTrump,25073877,42,58,https://t.co/segRlZeByF,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017#.W9OJJxvBKhs.twitter,thehill.com/homenews/media…,73,96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,183876837,(((TheRReport))),TheRReport,"New York, New York",Unapologetic progressive. Global warming. Water. Income inequality. Human rights.  #Resistance,nan,nan,nan,nan,nan,http://t.co/MwQDiunPEx,http://TheRittenbergReport.blogspot.com,TheRittenbergReport.blogspot.com,0,22,False,http://pbs.twimg.com/profile_images/1395131930/Blue_R_normal.jpg,https://pbs.twimg.com/profile_images/1395131930/Blue_R_normal.jpg,False,http://t.co/MwQDiunPEx,False,12919,80880,50505,91994,DFDCF5,FFFFFF,True,False,False,6845,"Aug 27, 2010 11:09:16 PM",181,-1,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,https://pbs.twimg.com/profile_banners/183876837/1350252128,False,en,136818,True,False,False,463,False,-1
"Oct 26, 2018 5:36:49 PM",1.05593631068104E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/RrNoYH51FP,"CNN,Trump",-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/RrNoYH51FP,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017#.W9OI6FPCyaU.twitter,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,16690827,Bklyn Girl,LebellNY,Where the sun shines,"If I didn't call for you don't come for me, I will NO LONGER BE NICE!  Sit your entire behind down. 🤨",nan,nan,nan,nan,nan,https://t.co/JEWML2YvhT,https://www.theatlantic.com/magazine/archive/2017/10/the-first-white-president-ta-nehisi-coates/5379,theatlantic.com/magazine/archi…,0,23,False,http://pbs.twimg.com/profile_images/837041247067893761/kq8bw6TO_normal.jpg,https://pbs.twimg.com/profile_images/837041247067893761/kq8bw6TO_normal.jpg,False,https://t.co/JEWML2YvhT,False,642,02BADF,25D6EE,FC6E09,FBCA0C,FFFFFF,True,False,False,1147,"Oct 10, 2008 7:54:36 PM",16558,-1,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,https://pbs.twimg.com/profile_banners/16690827/1493858795,True,en,22961,False,False,False,22,False,-1
"Oct 26, 2018 5:35:35 PM",1.05593600212302E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/hzEfLKeL4P,"CNN,Trump",-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/hzEfLKeL4P,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,792786013,Sweetpea,Sweetpea593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/810190478167703553/6tiyqFUh_normal.jpg,https://pbs.twimg.com/profile_images/810190478167703553/6tiyqFUh_normal.jpg,False,nan,False,5080,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,5580,"Aug 30, 2012 9:27:11 PM",114851,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/792786013/1481999547,False,en,126719,True,False,False,122,False,-1
"Oct 26, 2018 5:35:02 PM",1.05593586220934E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/yRi4qhJujm,"CNN,Trump",-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/yRi4qhJujm,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017#.W9OIgxxGnU4.twitter,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,3109274342,Cora,22Coras,nan,"""No one is you and that is your power."" #FireproofMueller #GOPTaxScam #BeKindToElephants #Resistance #BoycottNRA #StillWithHer",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/899733276872515585/zNTsBvmK_normal.jpg,https://pbs.twimg.com/profile_images/899733276872515585/zNTsBvmK_normal.jpg,False,nan,False,733,0,0,7FDBB6,0,0,False,False,False,1585,"Mar 27, 2015 1:20:42 AM",30849,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,nan,False,en,32038,False,False,False,3,False,-1
"Oct 26, 2018 5:34:41 PM",1.05593577326069E+018,"Newly discovered footage shows terrorist Cesar Sayoc Jr., attending a Trump Klan rally last year holding up an anti… https://t.co/BQW4JhG9Ca","Cesar Sayoc Jr,Trump Klan",-1,-1,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/BQW4JhG9Ca,https://twitter.com/i/web/status/1055935773260693504,twitter.com/i/web/status/1…,117,140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,575579165,dbe,dblainela,Hollywoodland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/2205577448/nWRSlhPn_normal,https://pbs.twimg.com/profile_images/2205577448/nWRSlhPn_normal,False,nan,False,66,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,764,"May 9, 2012 2:36:48 PM",6122,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,nan,False,en,17516,True,False,False,5,False,-1
"Oct 26, 2018 5:32:58 PM",1.05593534126852E+018,CNN digs up footage of mail bomb suspect at @realDonaldTrump rally in 2017 https://t.co/61VAc7NMhh,CNN,-1,-1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,Donald J. Trump,realDonaldTrump,25073877,44,60,https://t.co/61VAc7NMhh,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017,thehill.com/homenews/media…,75,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,21611105,Lorena Blas,byLorenaBlas,nan,Content marketing writer. Former Life staffer @usatoday. Opinions are my own.,nan,nan,nan,nan,nan,https://t.co/rW0GtG92H6,http://linkedin.com/in/LorenaBlas,linkedin.com/in/LorenaBlas,0,23,False,http://pbs.twimg.com/profile_images/2595969899/esulvmhkg9v91l7t2kqb_normal.jpeg,https://pbs.twimg.com/profile_images/2595969899/esulvmhkg9v91l7t2kqb_normal.jpeg,False,https://t.co/rW0GtG92H6,False,2257,22330,333333,0084B4,C0DFEC,A8C7F7,True,False,False,1468,"Feb 22, 2009 6:34:19 PM",6007,-1,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,https://pbs.twimg.com/profile_banners/21611105/1401469350,False,en,45863,False,False,False,102,False,-1
"Oct 26, 2018 5:31:29 PM",1.0559349691792E+018,"So the guy who goes to Trump rallies, tweets threats at Dems, and covers his van with Trump stickers has ... nothin… https://t.co/4zmgeeWec1","Trump,Dems,Trump",-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,-1,-1,False,False,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,False,en,nan,nan,nan,nan,nan,https://t.co/4zmgeeWec1,https://twitter.com/i/web/status/1055934969179201536,twitter.com/i/web/status/1…,117,140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,8.16970914285912E+017,Indivisible SFla,Indivisible954,"Fort Lauderdale, FL",Indivisible South Florida is ready for action! Inspired by https://t.co/so0RxmkzTE.,https://t.co/so0RxmkzTE,http://IndivisibleGuide.com,IndivisibleGuide.com,59,82,https://t.co/7oJ1v4cUtF,https://www.facebook.com/Indivisible954,facebook.com/Indivisible954,0,23,False,http://pbs.twimg.com/profile_images/828916245453893632/epA4qqf__normal.jpg,https://pbs.twimg.com/profile_images/828916245453893632/epA4qqf__normal.jpg,False,https://t.co/7oJ1v4cUtF,False,2629,0,0,1B95E0,0,0,False,False,False,804,"Jan 5, 2017 6:33:39 AM",7124,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/816970914285912065/1484790746,False,en,7213,True,False,False,73,False,-1
"Oct 26, 2018 5:29:25 PM",1.0559344482005E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017 https://t.co/qYrfZ7UcF2,"CNN,Trump",-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/qYrfZ7UcF2,https://thehill.com/homenews/media/413415-cnn-digs-up-footage-of-mail-bomber-suspect-at-trump-rally-in-2017,thehill.com/homenews/media…,64,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,8.96857073278997E+017,Bryan Braga,BryanBraga_,nan,Anti-Trump Republican,nan,nan,nan,nan,nan,https://t.co/7IDoW8Ah9W,https://twitter.com,twitter.com,0,23,False,http://pbs.twimg.com/profile_images/1035990043104608256/6O_sc-hs_normal.jpg,https://pbs.twimg.com/profile_images/1035990043104608256/6O_sc-hs_normal.jpg,False,https://t.co/7IDoW8Ah9W,False,80,0,0,1B95E0,0,0,False,False,False,556,"Aug 13, 2017 6:12:43 PM",5962,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/896857073278996481/1535829136,False,en,6229,False,False,False,0,False,-1
"Oct 26, 2018 5:29:09 PM",1.05593438294557E+018,@pilotfo64 @MailOnline #MAGABomber \nJUST IN: Video surfaces of pipe bomb suspect holding up anti-CNN sign at #Trump… https://t.co/tIhe3xVjNu,,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,1.05590896296765E+018,48734245,False,False,1,pilotfo64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,Steve RP⚡️,pilotfo64,48734245,0,10,https://t.co/tIhe3xVjNu,https://twitter.com/i/web/status/1055934382945566720,twitter.com/i/web/status/1…,117,140,MAGABomber,23,34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,2976578589,Washington News Line,WashNewsLine,"Washington, DC",Daily News from Washington and more 📰 Fun😂 Entertainment🎭 RTs ≠ endorsements,nan,nan,nan,nan,nan,https://t.co/N1P9RzwXnd,http://www.washnewsline.com/,washnewsline.com,0,23,False,http://pbs.twimg.com/profile_images/974323828577972224/ilrfVlrQ_normal.jpg,https://pbs.twimg.com/profile_images/974323828577972224/ilrfVlrQ_normal.jpg,False,https://t.co/N1P9RzwXnd,False,13593,0,0,18B453,0,0,False,False,False,374,"Jan 13, 2015 10:34:13 AM",52216,-1,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,https://pbs.twimg.com/profile_banners/2976578589/1521131933,False,en,145572,False,False,False,479,False,-1
"Oct 26, 2018 5:27:06 PM",1.05593386550251E+018,CNN digs up footage of mail bomb suspect at Trump rally in 2017: CNN on Friday uncovered footage from last year app… https://t.co/RcoJ7xRvpO,"CNN,Trump,CNN",-1,-1,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/RcoJ7xRvpO,https://twitter.com/i/web/status/1055933865502507008,twitter.com/i/web/status/1…,117,140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,48470839,Patrick,cahulaan,"ÜT: 48.195723,-122.119899",🌊🌊🌊🌊Retired IT Tech/PCRepair #Resist #ImpeachTrump #TheResistance #MeToo #Ω #NotMyPresident #VoteBeto #TrumpCrimeFamily 😡#RupublicanCrimeFamily #VoteBlue,nan,nan,nan,nan,nan,https://t.co/NIKgFhhdmR,http://onlineshoppingmall.biz,onlineshoppingmall.biz,0,23,False,http://pbs.twimg.com/profile_images/1037457536893345795/6A4r3N9b_normal.jpg,https://pbs.twimg.com/profile_images/1037457536893345795/6A4r3N9b_normal.jpg,False,https://t.co/NIKgFhhdmR,False,10266,0,0,0,0,0,False,False,False,9572,"Jun 18, 2009 4:05:34 PM",28901,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/48470839/1536184553,False,en,521619,True,False,False,154,False,-1
"Oct 26, 2018 5:26:40 PM",1.05593375717641E+018,#MAGABomber \nJUST IN: Video surfaces of pipe bomb suspect holding up anti-CNN sign at #Trump rally in 2017… https://t.co/CEqEoQajcz,,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/CEqEoQajcz,https://twitter.com/i/web/status/1055933757176406016,twitter.com/i/web/status/1…,108,131,MAGABomber,0,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,2976578589,Washington News Line,WashNewsLine,"Washington, DC",Daily News from Washington and more 📰 Fun😂 Entertainment🎭 RTs ≠ endorsements,nan,nan,nan,nan,nan,https://t.co/N1P9RzwXnd,http://www.washnewsline.com/,washnewsline.com,0,23,False,http://pbs.twimg.com/profile_images/974323828577972224/ilrfVlrQ_normal.jpg,https://pbs.twimg.com/profile_images/974323828577972224/ilrfVlrQ_normal.jpg,False,https://t.co/N1P9RzwXnd,False,13593,0,0,18B453,0,0,False,False,False,374,"Jan 13, 2015 10:34:13 AM",52216,-1,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,https://pbs.twimg.com/profile_banners/2976578589/1521131933,False,en,145572,False,False,False,479,False,-1
